   45678 	x	x	    5678 	   4 678 	   45 78 	   456 8 	   4567  	     678 	    5 78 	   4  78 	    567  
1  4 6   	x	x	1    6   	     6   	1  4     	   4     	x	x	1        	         	x
  3 5 78 	x	    5 78 	x	  3   78 	x	  3 5  8 	  3 5 7  	x	    5  8 	    5 7  	  3    8 
123  67 9	1 3  67 9	12   67 9	 2   67 9	1    67 9	123   7 9	123  6  9	1 3   7 9	123  67  	 23  67  	1 3  67  	12   67  
1 3   7  	x	1     7  	      7  	x	x	1 3      	  3      	x	1        	         	x
 2    78 	      78 	x	x	x	x	 2     8 	 2    7  	       8 	      7  	x	x
12345 7 9	1 345 7 9	12 45 7 9	123 5 7 9	1234  7 9	1 3 5 7 9	12345   9	12 4  7 9	12345 7  	 2345 7  	1 345 7  	12 45 7  
1      8 	x	x	x	x	x	x	1        	         	x	x	x
     6 8 	x	x	x	x	       8 	x	     6   	x	x	x	x
 2 456 89	   456 89	x	 2  56 89	 2 4 6 89	 2 45  89	   4 6 89	 2 456  9	 2 456 8 	 2  5  89	   456 8 	 2  56  9
123456  9	1 3456  9	12 456  9	123 56  9	1234 6  9	12345   9	12  56  9	12 4 6  9	123456   	 23456   	1 3456   	12 456   
1 3 5 7  	x	1   5 7  	    5 7  	1 3   7  	  3   7  	1 3 5    	  3 5    	      7  	1   5    	    5    	1 3      
12  56 8 	1   56 8 	    56 8 	x	12   6 8 	12  5  8 	1    6 8 	12  56   	 2  56   	1   56   	    56   	 2     8 
   4  7  	x	x	      7  	x	x	   4     	x	x	x	         	x
 2345  8 	  345  8 	 2 45  8 	 23 5  8 	 234   8 	  3 5  8 	 2  5  8 	 2345    	 23    8 	  345    	 2 45    	 23 5    
 2  5678 	    5678 	x	x	 2   678 	 2  5 78 	 2  56 8 	 2  567  	    56 8 	    567  	 2    78 	 2   6 8 
1234  78 	1 34  78 	12 4  78 	123   78 	 23   78 	1 3   78 	1234   8 	1234  7  	 234  7  	12 4   8 	12 4  7  	123   7  
 23 56 8 	  3 56 8 	 2  56 8 	x	 23  6 8 	 23 5  8 	  3  6 8 	 23 56   	 2  5  8 	  3 56   	 2  56   	x
1 3456789	x	1  456789	1 3 56789	1 34 6789	1 345 789	1 3456 89	1 34567 9	1 345678 	  345678 	1  4567 9	1  45678 
       8 	x	x	x	x	x	x	         	x	x	x	x
1234 67 9	1 34 67 9	12 4 67 9	123  67 9	 23  67 9	1234  7 9	1234 6  9	 234 6  9	1234 67  	 234 67  	1 34 67  	12 4 67  
123  67  	1 3  67  	12   67  	 2   67  	1    67  	123   7  	123  6   	 23  6   	1 3  6   	12   6   	 2   6   	      7  
     6  9	x	x	x	x	        9	x	x	     6   	x	x	x
 2 4567  	   4567  	x	 2  567  	 2 4 67  	 2 45 7  	 2 456   	   45 7  	 2   67  	 2  5 7  	 2  56   	 2 4 6   
    56789	x	x	x	     6789	    5 789	    56 89	    567 9	    5678 	x	      789	     6 89
  3   789	x	      789	x	x	x	  3    89	  3   7 9	  3   78 	       89	      7 9	      78 
   456  9	x	x	    56  9	   4 6  9	   45   9	x	x	   456   	    5   9	   4    9	x
 2    7 9	      7 9	x	x	x	x	 2      9	x	 2    7  	x	      7  	x
1    67 9	x	x	x	x	1     7 9	1    6  9	     6  9	1    67  	     67  	x	x
   4 6   	x	x	     6   	x	   4     	x	x	x	         	x	x
 2   67  	     67  	x	x	x	 2    7  	 2   6   	      7  	     6   	x	x	x
  3 5   9	x	    5   9	x	  3     9	x	x	        9	  3 5    	x	x	    5    
12 456 89	1  456 89	   456 89	12  56 89	12 4 6 89	12 45  89	1  4 6 89	12 456  9	12 456 8 	 2 456 8 	1  456 8 	12  56  9
1 3 5 789	x	1   5 789	    5 789	1 3   789	  3   789	1 3 5  89	1 3 5 7 9	1 3 5 78 	  3 5 78 	1   5 7 9	1   5 78 
  34    9	x	   4    9	  3     9	x	x	        9	x	  34     	x	x	   4     
   45 7 9	x	x	    5 7 9	   4  7 9	x	   45   9	x	   45 7  	x	    5   9	   4    9
  3  6789	x	     6789	x	x	  3   789	  3  6 89	  3  67 9	  3  678 	     6 89	     67 9	     678 
 2   6 89	     6 89	x	x	x	 2     89	x	 2   6  9	 2   6 8 	     6  9	     6 8 	x
  3456789	x	   456789	  3 56789	  34 6789	  345 789	  3456 89	  34567 9	  345678 	  3 5 789	   4567 9	   45678 
  34  7 9	x	   4  7 9	  3   7 9	x	x	  34    9	x	  34  7  	   4    9	  3     9	   4  7  
12  5  8 	1   5  8 	    5  8 	x	12     8 	 2     8 	1      8 	12  5    	 2  5    	1   5    	    5    	x
12 45 78 	1  45 78 	   45 78 	12  5 78 	12 4  78 	 2 4  78 	12 45  8 	12 45 7  	 2 45 7  	1  45 7  	12  5  8 	12 4   8 
12  56   	1   56   	    56   	x	12   6   	12  5    	 2  5    	     6   	    5    	x	12       	 2       
 2 45    	   45    	x	 2  5    	 2 4     	    5    	   4     	x	 2       	x	         	x
123  6  9	1 3  6  9	12   6  9	 2   6  9	1    6  9	123     9	 23     9	1 3     9	123  6   	 23  6   	1 3  6   	12   6   
 2   6   	     6   	x	x	x	 2       	x	         	x	x	x	x
1   56789	x	x	x	1    6789	1   5 789	1   56 89	1   567 9	1   5678 	    5678 	1     789	1    6 89
 2    7  	      7  	x	x	x	x	 2       	x	         	x	x	x
12 45    	1  45    	   45    	12  5    	12 4     	 2 4     	    5    	   4     	12       	 2       	1        	         
 23    8 	  3    8 	 2     8 	x	       8 	x	x	 23      	x	  3      	 2       	x
1 345  8 	x	1  45  8 	1 3 5  8 	1 34   8 	  34   8 	1   5  8 	1 345    	  345    	  3    8 	1  45    	1 3 5    
1  456789	x	x	1   56789	1  4 6789	1  45 789	1  456 89	1  4567 9	1  45678 	   45678 	1  4  789	1   567 9
1234 6789	1 34 6789	12 4 6789	123  6789	1  4 6789	1234  789	1234 6 89	1234 67 9	1234 678 	 234 678 	1 34 678 	12 4 678 
 23  6 89	  3  6 89	 2   6 89	x	     6 89	 23    89	x	 23  6  9	 23  6 8 	  3  6  9	  3  6 8 	 2   6 8 
1  456 8 	x	x	1   56 8 	1  4 6 8 	1  45  8 	   45  8 	1  456   	1    6 8 	1   5  8 	1  4   8 	1   56   
 2 456  9	   456  9	x	 2  56  9	 2 4 6  9	 2 45   9	   4 6  9	   45   9	 2 456   	 2  5   9	   456   	    5   9
12345 789	1 345 789	12 45 789	123 5 789	1234  789	1 3 5 789	12345  89	12345 7 9	12345 78 	 2345 78 	1 345 78 	12 45 78 
1 34  7 9	x	1  4  7 9	1 3   7 9	  3   7 9	x	1 34    9	  34    9	1 34  7  	  34  7  	1 3     9	1  4  7  
   456 89	x	x	    56 89	   4 6 89	   45  89	x	   456  9	   456 8 	    5  89	   4   89	    56  9
  345    	x	   45    	  3 5    	  34     	x	    5    	   4     	  3      	x	x	         
  3    8 	x	       8 	x	x	x	x	  3      	x	x	         	x
 23  6789	  3  6789	 2   6789	x	     6789	 23   789	 23  6 89	 23  67 9	 23  678 	 2   6 89	  3  678 	 2   678 
 2 4 67 9	   4 67 9	x	 2   67 9	x	 2 4  7 9	 2 4 6  9	   4  7 9	 2 4 67  	 2    7 9	   4 67  	      7 9
  34 6  9	x	   4 6  9	  3  6  9	x	  34    9	     6  9	x	  34 6   	  3     9	x	   4 6   
1 34   8 	x	1  4   8 	1 3    8 	  3    8 	x	1      8 	1 34     	  34     	x	1  4     	   4     
1 34 6 89	x	1  4 6 89	1 3  6 89	  3  6 89	1 34   89	1    6 89	1 34 6  9	1 34 6 8 	  34 6 8 	1  4 6  9	1  4 6 8 
 2    789	      789	x	x	x	x	 2     89	 2    7 9	 2    78 	      7 9	      78 	x
  345 7 9	x	   45 7 9	  3 5 7 9	  34  7 9	x	  345   9	   4  7 9	  345 7  	   45   9	  3 5   9	   45 7  
 2 45678 	   45678 	x	 2  5678 	 2 4 678 	 2 45 78 	 2 456 8 	 2 4567  	 2   678 	   4567  	 2 4  78 	 2  567  
  34 6 89	x	   4 6 89	  3  6 89	x	  34   89	     6 89	  34 6  9	  34 6 8 	  3    89	   4 6  9	   4 6 8 
12 456   	1  456   	   456   	12  56   	12 4 6   	12 45    	 2 45    	1  45    	12   6   	12  5    	12 4     	 2 4     
 2  56 8 	    56 8 	x	x	 2   6 8 	 2  5  8 	     6 8 	 2  56   	x	    56   	 2     8 	x
 23 56 89	  3 56 89	 2  56 89	x	 23  6 89	 23 5  89	  3  6 89	 23 56  9	 23 56 8 	  3 56  9	 2  56  9	 2  56 8 
12 45 7 9	1  45 7 9	   45 7 9	12  5 7 9	12 4  7 9	1   5 7 9	12 45   9	 2 45   9	12 45 7  	 2 45 7  	1  45 7  	12 4    9
1    6   	x	x	x	x	1        	         	x	x	x	x	x
123 5 7  	1 3 5 7  	12  5 7  	 2  5 7  	123   7  	 23   7  	123 5    	 23 5    	1 3 5    	12  5    	 2  5    	123      
1 345 789	x	1  45 789	1 3 5 789	1 34  789	  34  789	1 345  89	1 345 7 9	1 345 78 	  345 78 	1  45 7 9	1  45 78 
1   5 7  	x	x	x	1     7  	      7  	1   5    	    5    	x	x	x	1        
12 4   89	1  4   89	   4   89	12     89	 2     89	1      89	       89	12 4    9	12 4   8 	 2 4   8 	1  4   8 	   4   8 
123   7  	1 3   7  	12    7  	 2    7  	1     7  	      7  	123      	 23      	1 3      	  3      	 2       	1        
     6 89	x	x	x	x	       89	x	     6  9	     6 8 	x	x	x
1  45  8 	x	x	1   5  8 	1  4   8 	   4   8 	x	1  45    	   45    	       8 	x	1   5    
 234 67  	  34 67  	 2 4 67  	 23  67  	   4 67  	 234  7  	 234 6   	  34  7  	  34 6   	 23   7  	 23  6   	   4 6   
 234   89	  34   89	 2 4   89	 23    89	   4   89	  3    89	 2     89	 234    9	 234   8 	  34    9	  34   8 	 2 4   8 
   4567 9	x	x	    567 9	   4 67 9	   45 7 9	   456  9	x	   4567  	    5 7 9	    56  9	   4 6  9
1   5    	x	x	x	1        	         	x	x	x	x	x	x
12345  8 	1 345  8 	12 45  8 	123 5  8 	1234   8 	 234   8 	12  5  8 	12345    	 2345    	1 345    	12 45    	123 5    
1 3 56  9	x	1   56  9	    56  9	1 3  6  9	1 3 5   9	  3 5   9	1    6  9	1 3 56   	  3 56   	1 3     9	1   56   
  3    89	x	       89	x	x	x	x	  3     9	  3    8 	x	        9	       8 
1 3 56 89	x	1   56 89	    56 89	1 3  6 89	1 3 5  89	  3 5  89	1 3 56  9	1 3 56 8 	  3 56 8 	1   56  9	1   56 8 
 234    9	  34    9	 2 4    9	 23     9	   4    9	  3     9	 2      9	x	 234     	x	  34     	 2 4     
  34   8 	x	   4   8 	  3    8 	x	x	       8 	  34     	x	x	   4     	  3      
1 3 5678 	x	1   5678 	    5678 	1 3  678 	1 3 5 78 	1 3 56 8 	1 3 567  	  3 567  	1   56 8 	1 3   78 	1 3  6 8 
 234 6789	  34 6789	 2 4 6789	 23  6789	   4 6789	 234  789	 234 6 89	 234 67 9	 234 678 	 23   789	  34 678 	 2 4 678 
    56 8 	x	x	x	     6 8 	    5  8 	x	    56   	x	x	       8 	x
1   5   9	x	x	x	1       9	        9	x	x	1   5    	    5    	x	x
      789	x	x	x	x	x	       89	      7 9	      78 	x	x	x
123456789	1 3456789	12 456789	123 56789	1234 6789	12345 789	123456 89	1234567 9	12345678 	 2345678 	1 345678 	12 45678 
123  6   	1 3  6   	12   6   	 2   6   	1    6   	123      	 23      	1 3      	  3      	 2       	1        	         
1     7 9	x	x	x	x	x	1       9	        9	1     7  	      7  	x	x
    5  89	x	x	x	       89	x	x	    5   9	    5  8 	x	x	x
  34   89	x	   4   89	  3    89	x	x	       89	  34    9	  34   8 	x	   4    9	   4   8 
123    8 	1 3    8 	12     8 	 2     8 	1      8 	       8 	x	123      	 23      	1 3      	  3      	 2       
12  56789	1   56789	    56789	x	12   6789	12  5 789	12  56 89	12  567 9	12  5678 	 2  5678 	1   5678 	12   6 89
 2345   9	  345   9	 2 45   9	 23 5   9	 234    9	  3 5   9	 2  5   9	 2 4    9	 2345    	   4    9	  345    	 2 45    
1        	x	x	x	x	x	x	x	x	x	x	x
1234 6  9	1 34 6  9	12 4 6  9	123  6  9	1  4 6  9	1234    9	12   6  9	1 34    9	1234 6   	 234 6   	1 34 6   	12 4 6   
1234   89	1 34   89	12 4   89	123    89	 23    89	1 3    89	12     89	1234    9	1234   8 	 234   8 	1 34   8 	12 4   8 
1  45 7  	x	x	1   5 7  	1  4  7  	   4  7  	1  45    	   45    	1     7  	      7  	1   5    	    5    
1 34 67 9	x	1  4 67 9	1 3  67 9	  3  67 9	1 34  7 9	1 34 6  9	  34 6  9	1 34 67  	  34 67  	1 3  6  9	1  4 67  
 2 4     	   4     	x	 2       	x	         	x	x	x	x	x	x
1 3    8 	x	1      8 	       8 	x	x	x	1 3      	  3      	x	1        	         
  3  67 9	x	     67 9	x	x	  3   7 9	  3  6  9	x	  3  67  	     6  9	x	     67  
123 56 89	1 3 56 89	12  56 89	 2  56 89	123  6 89	123 5  89	1 3  6 89	123 56  9	123 56 8 	 23 56 8 	1 3 56 8 	12  56 8 
 23 5 789	  3 5 789	 2  5 789	x	 23   789	x	 23 5  89	 23 5 7 9	 23 5 78 	  3 5 7 9	  3 5 78 	 2  5 78 
123 56   	1 3 56   	12  56   	 2  56   	123  6   	123 5    	1 3  6   	1 3 5    	12  5    	 2  5    	123      	 23      
1234  789	1 34  789	12 4  789	123   789	 23   789	1 3   789	1234   89	1234  7 9	1234  78 	 234  78 	12 4  7 9	12 4  78 
1  4567  	x	x	1   567  	1  4 67  	1  45 7  	1  456   	   456   	1    67  	1   5 7  	1  4  7  	1  4 6   
 23   7 9	  3   7 9	 2    7 9	x	      7 9	x	 23     9	x	 23   7  	 2      9	  3   7  	 2    7  
 2  56   	    56   	x	x	 2   6   	 2  5    	     6   	    5    	x	x	 2       	x
12  5 789	1   5 789	    5 789	x	12    789	 2    789	12  5  89	12  5 7 9	12  5 78 	1   5 7 9	1   5 78 	12     89
123      	1 3      	  3      	 2       	1        	         	x	x	x	x	x	x
 2  5   9	    5   9	x	x	 2      9	x	        9	x	 2  5    	x	    5    	x
 23456   	  3456   	 2 456   	 23 56   	 234 6   	 2345    	 2  56   	  345    	 2 45    	 23 5    	 234     	  3 5    
 23 56  9	  3 56  9	 2  56  9	x	 23  6  9	 23 5   9	  3  6  9	 2   6  9	 23 56   	     6  9	  3 56   	 2  56   
  34 6789	x	   4 6789	  3  6789	x	  34  789	  34 6 89	  34 67 9	  34 678 	  3   789	   4 67 9	   4 678 
1 3456   	x	1  456   	1 3 56   	1 34 6   	1 345    	  345    	1  4 6   	1 3  6   	1 3 5    	1 34     	  34     
      7 9	x	x	x	x	x	        9	x	      7  	x	x	x
    56  9	x	x	x	     6  9	    5   9	x	x	    56   	x	        9	x
 23 5 7  	  3 5 7  	 2  5 7  	x	 23   7  	x	 23 5    	 2    7  	  3 5    	 2  5    	x	 23      
   45 789	x	x	    5 789	   4  789	x	   45  89	   45 7 9	   45 78 	x	    5  89	    5 7 9
  3 5 7  	x	    5 7  	x	  3   7  	x	  3 5    	      7  	x	    5    	x	  3      
 2 4 6   	   4 6   	x	 2   6   	x	 2 4     	x	   4     	x	 2       	x	         
 2 45  8 	   45  8 	x	 2  5  8 	 2 4   8 	    5  8 	   4   8 	 2 45    	 2     8 	   45    	       8 	 2  5    
     6789	x	x	x	x	      789	     6 89	     67 9	     678 	x	x	x
1 3      	x	1        	         	x	x	x	x	x	x	x	x
 23     9	  3     9	 2      9	x	        9	x	x	x	 23      	x	  3      	 2       
 2345  89	  345  89	 2 45  89	 23 5  89	 234   89	  3 5  89	 2  5  89	 2345   9	 2345  8 	  345   9	  345  8 	 2 45  8 
1 3     9	x	1       9	        9	x	x	x	x	1 3      	  3      	x	1        
1 3   7 9	x	1     7 9	      7 9	x	x	1 3     9	  3     9	1 3   7  	  3   7  	        9	1     7  
    56 89	x	x	x	     6 89	    5  89	x	    56  9	    56 8 	x	       89	x
12 45  89	1  45  89	   45  89	12  5  89	12 4   89	 2 4   89	1  4   89	12 45   9	12 45  8 	 2 45  8 	1  45  8 	12  5   9
 234  789	  34  789	 2 4  789	 23   789	   4  789	  3   789	 234   89	 234  7 9	 234  78 	 2 4   89	  34  78 	 2 4  78 
1    678 	x	x	x	x	1     78 	1    6 8 	1    67  	     67  	x	x	x
  3 56 89	x	    56 89	x	  3  6 89	  3 5  89	x	  3 56  9	  3 56 8 	x	  3    89	    56 8 
 23 5 7 9	  3 5 7 9	 2  5 7 9	x	 23   7 9	x	 23 5   9	 2    7 9	 23 5 7  	 2  5   9	  3 5 7  	 2  5 7  
1  45   9	x	x	1   5   9	1  4    9	   4    9	x	x	1  45    	   45    	x	x
1234   8 	1 34   8 	12 4   8 	123    8 	1  4   8 	1 3    8 	12     8 	1234     	 234     	1 34     	12 4     	123      
 2 4 6  9	   4 6  9	x	 2   6  9	x	 2 4    9	x	   4    9	 2 4 6   	 2      9	   4 6   	        9
 2 45  89	   45  89	x	 2  5  89	 2 4   89	    5  89	   4   89	 2 45   9	 2 45  8 	   45   9	   45  8 	 2  5   9
1 3456 89	x	1  456 89	1 3 56 89	1 34 6 89	1 345  89	1   56 89	1 3456  9	1 3456 8 	  3456 8 	1 34   89	1  456 8 
123 56 8 	1 3 56 8 	12  56 8 	 2  56 8 	123  6 8 	123 5  8 	1 3  6 8 	123 56   	 23 56   	1 3 56   	12  56   	 2  56   
1   5 7 9	x	x	x	1     7 9	      7 9	1   5   9	    5   9	1   5 7  	    5 7  	x	1       9
 2345 7 9	  345 7 9	 2 45 7 9	 23 5 7 9	 234  7 9	  3 5 7 9	 2345   9	 2 4  7 9	 2345 7  	 2 45   9	  345 7  	 2 45 7  
 2     89	       89	x	x	x	x	x	 2      9	 2     8 	        9	       8 	x
 23456 8 	  3456 8 	 2 456 8 	 23 56 8 	 234 6 8 	 2345  8 	  34 6 8 	 23456   	 2 45  8 	  3456   	 2 456   	 23 56   
1 34567  	x	1  4567  	1 3 567  	1 34 67  	1 345 7  	1 3456   	  3456   	1  45 7  	1 3 5 7  	1 3 56   	1 34 6   
 23  67 9	  3  67 9	 2   67 9	x	     67 9	 23   7 9	 23  6  9	  3   7 9	 23  67  	 2   6  9	  3  67  	 2   67  
12    7  	1     7  	      7  	x	x	x	12       	 2       	1        	         	x	x
1 34  7  	x	1  4  7  	1 3   7  	  3   7  	x	1 34     	  34     	x	1  4     	   4     	  3      
12       	1        	         	x	x	x	x	x	x	x	x	x
1   56 89	x	x	x	1    6 89	1   5  89	    5  89	1   56  9	1   56 8 	    56 8 	1      89	       89
1      89	x	x	x	x	x	x	1       9	        9	       8 	x	x
12345678 	1 345678 	12 45678 	123 5678 	1234 678 	12345 78 	123456 8 	1234567  	 234567  	1 34567  	12 4567  	123 567  
12 45678 	1  45678 	   45678 	12  5678 	12 4 678 	12 45 78 	12 456 8 	12 4567  	 2 4567  	1  4567  	12 4  78 	12 4 6 8 
 2 4 6789	   4 6789	x	 2   6789	x	 2 4  789	 2 4 6 89	 2 4 67 9	 2 4 678 	 2    789	   4 678 	 2   67 9
12   67 9	1    67 9	     67 9	x	x	12    7 9	12   6  9	1     7 9	12   67  	 2   67  	1    67  	     67  
12 4 6  9	1  4 6  9	   4 6  9	12   6  9	 2   6  9	12 4    9	 2 4    9	1  4    9	12 4 6   	 2 4 6   	1  4 6   	   4 6   
    5    	x	x	x	         	x	x	x	x	x	x	x
1 3456  9	x	1  456  9	1 3 56  9	1 34 6  9	1 345   9	1   56  9	1  4 6  9	1 3456   	  3456   	1 34    9	1  456   
12   6 89	1    6 89	     6 89	x	x	12     89	 2     89	12   6  9	12   6 8 	1    6  9	1    6 8 	     6 8 
1 3456 8 	x	1  456 8 	1 3 56 8 	1 34 6 8 	1 345  8 	1   56 8 	1 3456   	  3456   	1 3 5  8 	1  456   	1 3 56   
1 345    	x	1  45    	1 3 5    	1 34     	  34     	1   5    	    5    	   4     	  3      	x	1        
 23    89	  3    89	 2     89	x	       89	x	x	 23     9	 23    8 	  3     9	  3    8 	 2     8 
12  5 7 9	1   5 7 9	    5 7 9	x	12    7 9	 2    7 9	12  5   9	 2  5   9	12  5 7  	 2  5 7  	1   5 7  	    5 7  
1 3 5 7 9	x	1   5 7 9	    5 7 9	1 3   7 9	  3   7 9	1 3 5   9	1     7 9	1 3 5 7  	  3 5 7  	    5   9	1   5 7  
   4    9	x	x	        9	x	x	x	x	   4     	x	x	x
12   6   	1    6   	     6   	x	x	12       	 2       	1        	         	x	x	x
  345 7  	x	   45 7  	  3 5 7  	  34  7  	x	  345    	   4  7  	  3   7  	   45    	  3 5    	  34     
  3  67  	x	     67  	x	x	  3   7  	  3  6   	x	      7  	     6   	x	x
 2345678 	  345678 	 2 45678 	 23 5678 	 234 678 	 2345 78 	 23456 8 	 234567  	 23  678 	  34567  	 2 4567  	 23 567  
12 4 6   	1  4 6   	   4 6   	12   6   	 2   6   	12 4     	 2 4     	1  4     	   4     	12       	 2       	1        
 2  56  9	    56  9	x	x	 2   6  9	 2  5   9	     6  9	    5   9	 2  56   	x	    56   	x
123456 8 	1 3456 8 	12 456 8 	123 56 8 	1234 6 8 	12345  8 	1 34 6 8 	123456   	 23456   	1 3456   	12 456   	123 56   
 2 4 67  	   4 67  	x	 2   67  	x	 2 4  7  	 2 4 6   	   4  7  	   4 6   	 2    7  	 2   6   	      7  
  3 5  8 	x	    5  8 	x	  3    8 	x	x	  3 5    	x	x	    5    	x
  345 78 	x	   45 78 	  3 5 78 	  34  78 	x	  345  8 	  345 7  	  3   78 	   45  8 	   45 7  	  3 5 7  
     67 9	x	x	x	x	      7 9	     6  9	x	     67  	x	x	x
12345    	1 345    	12 45    	123 5    	1234     	 234     	12  5    	12 4     	123      	 23      	   4     	  3      
1   56 8 	x	x	x	1    6 8 	1   5  8 	    5  8 	1   56   	    56   	x	1      8 	       8 
1 34     	x	1  4     	   4     	  3      	x	1        	         	x	x	x	x
 2 456   	   456   	x	 2  56   	 2 4 6   	 2 45    	   4 6   	   45    	 2   6   	 2  5    	 2 4     	    5    
  34 6   	x	   4 6   	  3  6   	x	  34     	     6   	x	   4     	  3      	x	x
1   5 78 	x	x	x	1     78 	      78 	1   5  8 	1   5 7  	    5 7  	x	x	1      8 
    567 9	x	x	x	     67 9	    5 7 9	    56  9	x	    567  	x	      7 9	     6  9
 234567  	  34567  	 2 4567  	 23 567  	 234 67  	 2345 7  	 23456   	  345 7  	  3456   	 2 456   	 23 56   	 234 6   
   45 7  	x	x	    5 7  	   4  7  	x	   45    	x	      7  	x	    5    	   4     
 234567 9	  34567 9	 2 4567 9	 23 567 9	 234 67 9	 2345 7 9	 23456  9	 2 4 67 9	 234567  	 2 456  9	  34567  	 2 4567  
  3     9	x	        9	x	x	x	x	x	  3      	x	x	         
1 3  67  	x	1    67  	     67  	x	1 3   7  	1 3  6   	  3  6   	1     7  	      7  	     6   	x
 2   6789	     6789	x	x	x	 2    789	 2   6 89	 2   67 9	 2   678 	     67 9	     678 	x
1 3   78 	x	1     78 	      78 	x	x	1 3    8 	1 3   7  	  3   7  	1      8 	       8 	      7  
123 56789	1 3 56789	12  56789	 2  56789	123  6789	123 5 789	123 56 89	123 567 9	123 5678 	 23 5678 	1 3 5678 	12  5678 
   45  89	x	x	    5  89	   4   89	x	x	   45   9	   45  8 	x	x	    5   9
1   567  	x	x	x	1    67  	1   5 7  	1   56   	    56   	x	x	1     7  	      7  
1  456 89	x	x	1   56 89	1  4 6 89	1  45  89	   45  89	1  456  9	1  456 8 	   456 8 	1  4   89	1   56  9
1 3 56   	x	1   56   	    56   	1 3  6   	1 3 5    	  3 5    	1    6   	     6   	    5    	1 3      	  3      
1       9	x	x	x	x	x	x	x	1        	         	x	x
  3  6  9	x	     6  9	x	x	  3     9	x	x	  3  6   	x	x	     6   
1 3  67 9	x	1    67 9	     67 9	x	1 3   7 9	1 3  6  9	  3  6  9	1 3  67  	  3  67  	     6  9	1    67  
1 34 678 	x	1  4 678 	1 3  678 	  3  678 	1 34  78 	1 34 6 8 	1 34 67  	  34 67  	1  4 6 8 	1 3  6 8 	1 3  67  
12  567 9	1   567 9	    567 9	x	12   67 9	12  5 7 9	12  56  9	1   5 7 9	12  567  	 2  567  	1   567  	12   6  9
1  4 6  9	x	x	1    6  9	     6  9	1  4    9	   4    9	x	1  4 6   	   4 6   	        9	x
12  567  	1   567  	    567  	x	12   67  	12  5 7  	12  56   	 2  56   	1   56   	    56   	12    7  	12   6   
12 4 67 9	1  4 67 9	   4 67 9	12   67 9	 2   67 9	12 4  7 9	12 4 6  9	1  4  7 9	12 4 67  	 2 4 67  	1  4 67  	1     7 9
1 34 67  	x	1  4 67  	1 3  67  	  3  67  	1 34  7  	1 34 6   	  34 6   	1  4  7  	1  4 6   	1 3  6   	  3  6   
  3 5  89	x	    5  89	x	  3    89	x	x	  3 5   9	  3 5  8 	x	    5   9	    5  8 
123 5    	1 3 5    	12  5    	 2  5    	123      	 23      	1 3      	  3      	 2       	1        	         	x
12345  89	1 345  89	12 45  89	123 5  89	1234   89	 234   89	12  5  89	12345   9	12345  8 	 2345  8 	1 345  8 	12 45  8 
 23 567 9	  3 567 9	 2  567 9	x	 23  67 9	 23 5 7 9	 23 56  9	 2   67 9	 23 567  	 2  56  9	  3 567  	 2  567  
1  4   8 	x	x	1      8 	       8 	x	x	1  4     	   4     	x	x	1        
 2  5    	    5    	x	x	 2       	x	         	x	x	x	x	x
 23  6  9	  3  6  9	 2   6  9	x	     6  9	 23     9	x	  3     9	 23  6   	x	  3  6   	 2   6   
 234  78 	  34  78 	 2 4  78 	 23   78 	   4  78 	  3   78 	 234   8 	 234  7  	  34   8 	 2 4   8 	 2 4  7  	 23   7  
123 5 7 9	1 3 5 7 9	12  5 7 9	 2  5 7 9	123   7 9	 23   7 9	123 5   9	 23 5   9	123 5 7  	12  5   9	1 3 5 7  	12  5 7  
   45    	x	x	    5    	   4     	x	x	x	         	x	x	x
12  5 7  	1   5 7  	    5 7  	x	12    7  	 2    7  	12  5    	 2  5    	1   5    	    5    	x	12       
 2 45   9	   45   9	x	 2  5   9	 2 4    9	    5   9	   4    9	x	 2 45    	x	   45    	x
1 3  678 	x	1    678 	     678 	x	1 3   78 	1 3  6 8 	1 3  67  	  3  67  	1    6 8 	1    67  	     67  
  3456 8 	x	   456 8 	  3 56 8 	  34 6 8 	  345  8 	    56 8 	  3456   	  3  6 8 	  3 5  8 	   456   	  3 56   
12 45 789	1  45 789	   45 789	12  5 789	12 4  789	 2 4  789	12 45  89	12 45 7 9	12 45 78 	 2 45 78 	1  45 78 	12  5 7 9
123     9	1 3     9	12      9	 2      9	1       9	        9	x	x	123      	 23      	1 3      	  3      
123 56  9	1 3 56  9	12  56  9	 2  56  9	123  6  9	123 5   9	 23 5   9	12   6  9	123 56   	 23 56   	1 3 56   	12  56   
   4     	x	x	         	x	x	x	x	x	x	x	x
    5 78 	x	x	x	      78 	x	    5  8 	    5 7  	x	x	x	       8 
 23 567  	  3 567  	 2  567  	x	 23  67  	 23 5 7  	 23 56   	 2   67  	  3 56   	 2  56   	 23   7  	 23  6   
1 34  789	x	1  4  789	1 3   789	  3   789	x	1 34   89	1 34  7 9	1 34  78 	  34  78 	1  4  7 9	1  4  78 
123  6 89	1 3  6 89	12   6 89	 2   6 89	1    6 89	123    89	 23    89	123  6  9	123  6 8 	 23  6 8 	1 3  6 8 	12   6 8 
      78 	x	x	x	x	x	       8 	      7  	x	x	x	x
   4  78 	x	x	      78 	x	x	   4   8 	   4  7  	x	x	       8 	      7  
1  4567 9	x	x	1   567 9	1  4 67 9	1  45 7 9	1  456  9	   456  9	1  4567  	   4567  	1  4  7 9	1  4 6  9
